Rang.Sistem,Rang.Pakar,Preccsion,Recall,Rouge_Score
"bahwa tepat pemutusan hubungan kerja tanpa kesalahan dalam hubungan kerja perjanjian kerja waktu tidak tertentu (pkwtt) sejak adanya pelanggaran perjanjian kerja waktu tertentu (pkwt) oleh pemohon kasasi;. 2. bahwa adapun alasan pemohon kasasi hubungan kerja sebelum pembuatan perjanjian kerja waktu tertentu (pkwt) telah berakhir dengan adanya surat lamaran termohon kasasi tidak dapat dibenarkan karena sesuai ketentuan pasal 59 ayat (2), (4) undang undang nomor 13. tahun 2003 tentang ketenagakerjaan setelah perjanjian kerja waktu tertentu (pkwt) diperpanjang harus dilakukan pembaruan dengan jangka waktu jeda setidak-tidaknya 30 (tiga puluh) hari sejak berakhirnya perjanjian kerja waktu tertentu (pkwt) perpanjangan, bukan surat lamaran kerja baru;. 3. bahwa pemutusan hubungan kerja termohon kasasi berhak atas 2 (dua) kali uang peangon, uang penggantian hak dengan tanpa upah proses sesuai surat edaran mahkamah agung nomor 03 tahun 2018;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri palembang dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi: pt bina san prima tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri palembang telah benar menerapkan hukum. hal ini dikarenakan bahwa tepat pemutusan hubungan kerja tanpa kesalahan dalam hubungan kerja perjanjian kerja waktu tidak tertentu (pkwtt). alasan pemohon kasasi/tergugat yakni bahwa perjanjian kerja waktu tertentu (pkwt) telah berakbir dengan adanya surat lamaran termohon kasasi/penggugat tidak dapat dibenarkan karena sesuai ketentuan pasal 59 ayat (2), (4) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. selain itu termohon kasasi/penggugat berhak atas 2 (dua) kali uang peangon, uang penggantian hak dengan tanpa upah proses sesuai surat edaran mahkamah agung nomor 03 tahun 2018.",0.851,0.398,0.543
"bahwa untuk melakukan pemutusan hubungan kerja terhadap penggugat atas dasar pelanggaran kesalahan berat, maka haruslah terlebih dahulu dibuktikan dengan keputusan peradilan pidana atas perbuatan tindak pidana yang dilakukan yang bersangkutan sesuai putusan mahkamah konstitusi nomor 012/puu/i/2003 juncto surat edaran menteri tenaga kerja nomor se-13/men/sj-hk/i/2005, ternyata mengenai hal itu tidak dapat dibuktikan oleh tergugat sehingga pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri pekanbaru dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt meskom agro sari, tersebut harus ditolak dengan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri pekanbaru tidak salah menerapkan hukum namun demikian amar putusan judex facti harus diperbaiki. hal ini dikarenakan pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, tergugat mempunyai kewajiban hukum untuk membayarkan upah penggugat dan hak-hak lainnya yang sudah dihentikan tergugat sejak dikeluarkannya putusan pemutusan hubungan kerja sebagaimana surat 770/int/mas/sk-phk/hr/x/2018 tanggal 31 oktober 2018. selain itu dilakukan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor 6 ditambah upah proses 6 bulan dan menghilangkan amar nomor 7.",0.569,0.458,0.508
"bahwa mutasi penggugat dari manager school licence & stake holder relations ke departemen mine closure plan merupakan mutasi demosi yang tidak beralasan hukum sebagaimama telah dipertimbangkan judex facti berdasarkan alat bukti karena principal social mine closure berada di bawah dan bertanggung jawab kepada manajer mine closure plan, diperintah dan diberi tugas oleh manager mine closure plan serta membuat laporan kepada manager mine closure plan. manager mine closure plan dapat melakukan pembinaan apabila kinerja dari principal social mine closure kurang/tidak baik, sehingga pemutusan hubungan kerja beralasan hukum dengan alasan disharmonis sesuai penjelasan umum alinea iii undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial yang pada pokoknya menyatakan hubungan kerja harus merupakan kesepakatan para pihak (pekerja dengan pengusaha);","mahkamah agung berpendapat bahwa permohonan kasasi dari pemohon kasasi tersebut tidak dapat dibenarkan, dihubungkan dengan pertimbangan judex facti pengadilan hubungan industrial pada pengadilan negeri ternate telah benar menerapkan hukum menyatakan pemutusan hubungan kerja dengan pertimbangan sebagai berikut: pemutusan hubungan kerja tersebut beralasan hukum dengan alasan disharmonis sesuai penjelasan umum alinea iii undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial yang pada pokoknya menyatakan hubungan kerja harus merupakan kesepakatan para pihak (pekerja dengan pengusaha); kompensasi telah menerapkan hukum berdasarkan pada perjanjian kerja bersama periode 2018 – 2020 yang merupakan hasil perundingan secara musyawarah dari serikat pekerja dengan pengusaha, dan sesuai dengan pasal 126 ayat (1) undang-undang nomor 13 tahun 2003 tentang ketenagakerjaan.",0.447,0.429,0.438
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 10 juli 2020 dan kontra memori kasasi tanggal 11 agustus 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. bahwa pemutusan hubungan kerja yang dilakukan pemohon kasasi terhadap termohon kasasi dilakukan karena divisi marketing communication yang seharusnya dijabat oleh termohon kasasi tidak jadi dibentuk perusahaan, bukan karena kesalahan termohon kasasi;. bahwa alasan pemohon kasasi yang menyatakan gugatan prematur karena tidak ada upaya bipartit, tidak menjadikan gugatan tidak dapat diterima (niet ontvankelijke verklaard), karena sesuai ketentuan pasal 83 ayat (1) undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial menentukan bahwa: “pengajuan gugatan yang tidak. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi: pt asuransi reliance indonesia, tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini rp150.000.000,00 (seratus lima puluh juta rupiah) ke atas, sedangkan permohonan kasasi dari pemohon kasasi ditolak, maka sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial, pemohon kasasi harus dihukum untuk membayar biaya perkara pada semua tingkat peradilan;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum. hal ini dikarenakan divisi marketing communication yang seharusnya dijabat oleh termohon kasasi tidak jadi dibentuk perusahaan, bukan karena kesalahan termohon kasasi. selain itu pemohon kasasi yang menyatakan gugatan prematur karena tidak ada upaya bipartit, tidak menjadikan gugatan tidak dapat diterima (niet ontvankelijke verklaard), karena sesuai ketentuan pasal 83 ayat (1) undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial.",0.922,0.313,0.467
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 7 oktober 2019 dan kontra memori kasasi tanggal 23 oktober 2019 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri semarang tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. bahwa alasan-alasan keberatan dari pemohon kasasi tidak dapat dibenarkan, karena judex facti telah tepat dalam menilai, menimbang dan menerapkan hukum;. bahwa keberatan pemohon kasasi hanyalah merupakan perbedaan pendapat antara pemohon kasasi dengan judex facti dalam menilai fakta persidangan khususnya dalam menilai bukti-bukti yang diajukan pemohon kasasi;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri semarang dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt jumbo power internasional cabang semarang tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang-undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat bahwa dalam hal ini pengadilan hubungan industrial pada pengadilan negeri semarang tidak salah menerapkan hukum sehingga permohonan kasasi harus ditolak.,0.870,0.109,0.194
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 21 februari 2020 dan kontra memori kasasi tanggal 3 maret 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri palembang tidak salah menerapkan hukum dengan pertimbangan. - bahwa judex facti telah benar menerapkan ketentuan pasal 59 ayat (1) huruf d dan ayat (7) undang-undang nomor 13 tahun 2003, karena jenis pekerjaan driver pada perusahaan tergugat telah ada lebih dari 3 (tiga) tahun, sehingga jenis pekerjaan driver pada perusahaan tidak dapat dibuat dengan perjanjian kerja waktu tertentu (pkwt), karenanya demi hukum hubungan kerja berubah menjadi perjanjian kerja waktu tidak tertentu (pkwtt);. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri palembang dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt belitang panen raya ii tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang-undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat dalam hal ini pengadilan hubungan industrial pada pengadilan negeri palembang tidak salah menerapkan hukum.,0.824,0.071,0.131
"bahwa hubungan kerja antara pemohon kasasi dengan termohon kasasi telah tepat dinyatakan sebagai perjanjian kerja waktu tidak tertentu (pkwtt) atau tetap, karena sesuai pasal 51 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, perjanjian kerja dapat dibuat secara lisan atau tidak tertulis dan dipertegas kembali dalam pasal 57 ayat (1) dan (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan bahwa perjanjian kerja tidak tertulis menjadi perjanjian kerja waktu tidak tertentu (pkwtt)/tetap. dalam perkara a quo terbukti antara pemohon kasasi dengan termohon kasasi tidak terdapat perjanjian kerja tertulis;. industrial pada pengadilan negeri padang tersebut harus diperbaiki sepanjang mengenai upah proses, yaitu oleh karena sesuai pengumuman dari pemohon kasasi kepada semua pekerja pada bagian processing termasuk termohon kasasi bahwa sejak tanggal 26 agustus 2019 kegiatan dihentikan (vide bukti p-3/t-5), dan sejak itu termohon kasasi tidak bekerja lagi, maka berlaku asas no work no pay sesuai ketentuan pasal 93 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, karena itu kepada temohon kasasi tidak diberikan upah proses;","mahakmah agung berpendapat bahwa dalam hal ini pengadilan hubungan industrial pada pengadilan negeri padang tidak salah menerapkan hukum. namun amar putusan tersebut harus diperbaiki sepanjang mengenai upah proses, yaitu oleh karena sesuai pengumuman dari pemohon kasasi kepada semua pekerja pada bagian processing termasuk termohon kasasi bahwa sejak tanggal 26 agustus 2019 kegiatan dihentikan dan sejak itu termohon kasasi tidak bekerja lagi, maka berlaku asas no work no pay sesuai ketentuan pasal 93 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, karena itu kepada temohon kasasi tidak diberikan upah proses.",0.868,0.459,0.601
"bahwa terhadap memori kasasi, termohon kasasi telah mengajukan kontra memori kasasi tanggal 18 maret 2020 yang pada pokoknya menolak permohonan kasasi dari pemohon kasasi;. bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 3 maret 2020 dan kontra memori kasasi tanggal 18 maret 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. - bahwa judex facti telah benar menerapkan ketentuan pasal 1 angka 15 undang undang nomor 13 tahun 2003 juncto ketentuan pasal 56 undang undang nomor 2 tahun 2004, karena hubungan hukum antar penggugat dengan tergugat didasarkan pada hubungan kemitraan kerja, bukan hubungan kerja, sehingga sudah tepat judex facti memberi putusan menyatakan pengadilan hubungan industrial tidak berwenang memeriksa, mengadili dan memutus perkara a quo;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi rudi antoro tersebut harus. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum dengan pertimbangan bahwa judex facti telah benar menerapkan ketentuan pasal 1 angka 15 undang undang nomor 13 tahun 2003 juncto ketentuan pasal 56 undang undang nomor 2 tahun 2004, karena hubungan hukum antar penggugat dengan tergugat didasarkan pada hubungan kemitraan kerja, bukan hubungan kerja, sehingga sudah tepat judex facti memberi putusan menyatakan pengadilan hubungan industrial tidak berwenang memeriksa, mengadili dan memutus perkara a quo.",0.964,0.367,0.532
"bahwa penggugat dalam surat gugatannya mendudukkan suryanto, hrd pt security phisik dinamika, selaku tergugat. padahal suryanto bukan direksi dari perseroan melainkan hrd tanpa ada kuasa khusus substitusi dari direksi perseroan untuk mewakili perseoran dalam perselisihan antara pemohon kasasi dengan termohon kasasi di pengadilan hubungan industrial., sehingga tidak memenuhi ketentuan pasal 98 ayat (1) undang undang nomor 40 tahun 2007 tentang perseroan terbatas yang merupakan direksi bertindak atas nama perseroan di dalam dan di luar pengadilan;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri bandung dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi heara halawa tersebut harus ditolak;","mahkamah agung berpendapat dalam hal ini pengadilan hubungan industrial pada pengadilan negeri bandung telah benar menerapkan hukum dalam putusan verzet menyatakan gugatan penggugat sekarang pemohon kasasi tidak dapat diterima dengan pertimbangan bahwa penggugat dalam surat gugatannya mendudukkan suryanto, hrd pt security phisik dinamika, selaku tergugat. padahal suryanto bukan direksi dari perseroan melainkan hrd tanpa ada kuasa khusus substitusi dari direksi perseroan untuk mewakili perseoran dalam perselisihan antara pemohon kasasi dengan termohon kasasi di pengadilan hubungan industrial., sehingga tidak memenuhi ketentuan pasal 98 ayat (1) undang undang nomor 40 tahun 2007 tentang perseroan terbatas yang merupakan direksi bertindak atas nama perseroan di dalam dan di luar pengadilan.",0.858,0.784,0.820
"bahwa tepat pemutusan hubungan kerja tanpa kesalahan dalam hubungan kerja perjanjian kerja waktu tidak tertentu (pkwtt) sejak adanya pelanggaran perjanjian kerja waktu tertentu (pkwt) oleh pemohon kasasi;. 2. bahwa adapun alasan pemohon kasasi hubungan kerja sebelum pembuatan perjanjian kerja waktu tertentu (pkwt) telah berakhir dengan adanya surat lamaran termohon kasasi tidak dapat dibenarkan karena sesuai ketentuan pasal 59 ayat (2), (4) undang undang nomor 13. tahun 2003 tentang ketenagakerjaan setelah perjanjian kerja waktu tertentu (pkwt) diperpanjang harus dilakukan pembaruan dengan jangka waktu jeda setidak-tidaknya 30 (tiga puluh) hari sejak berakhirnya perjanjian kerja waktu tertentu (pkwt) perpanjangan, bukan surat lamaran kerja baru;. 3. bahwa pemutusan hubungan kerja termohon kasasi berhak atas 2 (dua) kali uang peangon, uang penggantian hak dengan tanpa upah proses sesuai surat edaran mahkamah agung nomor 03 tahun 2018;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri palembang dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi: pt bina san prima tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri palembang telah benar menerapkan hukum. hal ini dikarenakan bahwa tepat pemutusan hubungan kerja tanpa kesalahan dalam hubungan kerja perjanjian kerja waktu tidak tertentu (pkwtt). alasan pemohon kasasi/tergugat yakni bahwa perjanjian kerja waktu tertentu (pkwt) telah berakbir dengan adanya surat lamaran termohon kasasi/penggugat tidak dapat dibenarkan karena sesuai ketentuan pasal 59 ayat (2), (4) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. selain itu termohon kasasi/penggugat berhak atas 2 (dua) kali uang peangon, uang penggantian hak dengan tanpa upah proses sesuai surat edaran mahkamah agung nomor 03 tahun 2018.",0.851,0.398,0.543
"bahwa untuk melakukan pemutusan hubungan kerja terhadap penggugat atas dasar pelanggaran kesalahan berat, maka haruslah terlebih dahulu dibuktikan dengan keputusan peradilan pidana atas perbuatan tindak pidana yang dilakukan yang bersangkutan sesuai putusan mahkamah konstitusi nomor 012/puu/i/2003 juncto surat edaran menteri tenaga kerja nomor se-13/men/sj-hk/i/2005, ternyata mengenai hal itu tidak dapat dibuktikan oleh tergugat sehingga pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri pekanbaru dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt meskom agro sari, tersebut harus ditolak dengan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri pekanbaru tidak salah menerapkan hukum namun demikian amar putusan judex facti harus diperbaiki. hal ini dikarenakan pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, tergugat mempunyai kewajiban hukum untuk membayarkan upah penggugat dan hak-hak lainnya yang sudah dihentikan tergugat sejak dikeluarkannya putusan pemutusan hubungan kerja sebagaimana surat 770/int/mas/sk-phk/hr/x/2018 tanggal 31 oktober 2018. selain itu dilakukan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor 6 ditambah upah proses 6 bulan dan menghilangkan amar nomor 7.",0.569,0.458,0.508
"bahwa mutasi penggugat dari manager school licence & stake holder relations ke departemen mine closure plan merupakan mutasi demosi yang tidak beralasan hukum sebagaimama telah dipertimbangkan judex facti berdasarkan alat bukti karena principal social mine closure berada di bawah dan bertanggung jawab kepada manajer mine closure plan, diperintah dan diberi tugas oleh manager mine closure plan serta membuat laporan kepada manager mine closure plan. manager mine closure plan dapat melakukan pembinaan apabila kinerja dari principal social mine closure kurang/tidak baik, sehingga pemutusan hubungan kerja beralasan hukum dengan alasan disharmonis sesuai penjelasan umum alinea iii undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial yang pada pokoknya menyatakan hubungan kerja harus merupakan kesepakatan para pihak (pekerja dengan pengusaha);","mahkamah agung berpendapat bahwa permohonan kasasi dari pemohon kasasi tersebut tidak dapat dibenarkan, dihubungkan dengan pertimbangan judex facti pengadilan hubungan industrial pada pengadilan negeri ternate telah benar menerapkan hukum menyatakan pemutusan hubungan kerja dengan pertimbangan sebagai berikut: pemutusan hubungan kerja tersebut beralasan hukum dengan alasan disharmonis sesuai penjelasan umum alinea iii undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial yang pada pokoknya menyatakan hubungan kerja harus merupakan kesepakatan para pihak (pekerja dengan pengusaha); kompensasi telah menerapkan hukum berdasarkan pada perjanjian kerja bersama periode 2018 – 2020 yang merupakan hasil perundingan secara musyawarah dari serikat pekerja dengan pengusaha, dan sesuai dengan pasal 126 ayat (1) undang-undang nomor 13 tahun 2003 tentang ketenagakerjaan.",0.447,0.429,0.438
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 10 juli 2020 dan kontra memori kasasi tanggal 11 agustus 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. bahwa pemutusan hubungan kerja yang dilakukan pemohon kasasi terhadap termohon kasasi dilakukan karena divisi marketing communication yang seharusnya dijabat oleh termohon kasasi tidak jadi dibentuk perusahaan, bukan karena kesalahan termohon kasasi;. bahwa alasan pemohon kasasi yang menyatakan gugatan prematur karena tidak ada upaya bipartit, tidak menjadikan gugatan tidak dapat diterima (niet ontvankelijke verklaard), karena sesuai ketentuan pasal 83 ayat (1) undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial menentukan bahwa: “pengajuan gugatan yang tidak. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi: pt asuransi reliance indonesia, tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini rp150.000.000,00 (seratus lima puluh juta rupiah) ke atas, sedangkan permohonan kasasi dari pemohon kasasi ditolak, maka sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial, pemohon kasasi harus dihukum untuk membayar biaya perkara pada semua tingkat peradilan;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum. hal ini dikarenakan divisi marketing communication yang seharusnya dijabat oleh termohon kasasi tidak jadi dibentuk perusahaan, bukan karena kesalahan termohon kasasi. selain itu pemohon kasasi yang menyatakan gugatan prematur karena tidak ada upaya bipartit, tidak menjadikan gugatan tidak dapat diterima (niet ontvankelijke verklaard), karena sesuai ketentuan pasal 83 ayat (1) undang undang nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial.",0.922,0.313,0.467
"bahwa hubungan kerja antara pemohon kasasi dengan termohon kasasi telah tepat dinyatakan sebagai perjanjian kerja waktu tidak tertentu (pkwtt) atau tetap, karena sesuai pasal 51 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, perjanjian kerja dapat dibuat secara lisan atau tidak tertulis dan dipertegas kembali dalam pasal 57 ayat (1) dan (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan bahwa perjanjian kerja tidak tertulis menjadi perjanjian kerja waktu tidak tertentu (pkwtt)/tetap. dalam perkara a quo terbukti antara pemohon kasasi dengan termohon kasasi tidak terdapat perjanjian kerja tertulis;. industrial pada pengadilan negeri padang tersebut harus diperbaiki sepanjang mengenai upah proses, yaitu oleh karena sesuai pengumuman dari pemohon kasasi kepada semua pekerja pada bagian processing termasuk termohon kasasi bahwa sejak tanggal 26 agustus 2019 kegiatan dihentikan (vide bukti p-3/t-5), dan sejak itu termohon kasasi tidak bekerja lagi, maka berlaku asas no work no pay sesuai ketentuan pasal 93 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, karena itu kepada temohon kasasi tidak diberikan upah proses;","mahakmah agung berpendapat bahwa dalam hal ini pengadilan hubungan industrial pada pengadilan negeri padang tidak salah menerapkan hukum. namun amar putusan tersebut harus diperbaiki sepanjang mengenai upah proses, yaitu oleh karena sesuai pengumuman dari pemohon kasasi kepada semua pekerja pada bagian processing termasuk termohon kasasi bahwa sejak tanggal 26 agustus 2019 kegiatan dihentikan dan sejak itu termohon kasasi tidak bekerja lagi, maka berlaku asas no work no pay sesuai ketentuan pasal 93 ayat (1) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, karena itu kepada temohon kasasi tidak diberikan upah proses.",0.868,0.459,0.601
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 7 oktober 2019 dan kontra memori kasasi tanggal 23 oktober 2019 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri semarang tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. bahwa alasan-alasan keberatan dari pemohon kasasi tidak dapat dibenarkan, karena judex facti telah tepat dalam menilai, menimbang dan menerapkan hukum;. bahwa keberatan pemohon kasasi hanyalah merupakan perbedaan pendapat antara pemohon kasasi dengan judex facti dalam menilai fakta persidangan khususnya dalam menilai bukti-bukti yang diajukan pemohon kasasi;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri semarang dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt jumbo power internasional cabang semarang tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang-undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat bahwa dalam hal ini pengadilan hubungan industrial pada pengadilan negeri semarang tidak salah menerapkan hukum sehingga permohonan kasasi harus ditolak.,0.870,0.109,0.194
